cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude,id,worktype_grouped
537120,Капітальний ремонт  пішохідної доріжки від вул. Слівенська до вул. Малишка,,ФОП Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Слівенська вул. А.Малишка  вул. А.Малишка",49.5477774,25.6198687,645,Ремонт доріг і тротуарів
423500,Капітальний ремонт тротуару по вул. Львівській                                                                ( від гуртожитку №4 до житлового будинку №14),,ТОВ «ТОМ Інвест Буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Львівській  вул. Львівській   вул. Львівській 4a14",49.553517,25.594767,646,Ремонт доріг і тротуарів
228430,Капітальний ремонт тротуару по вул. Карпенка від перехрестя з                                    вул. С.Будного до будинку № 2,,СПД ФО Кульба В.В.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Карпенка   вул. С.Будного вул. Карпенка  вул. Карпенка  2",49.5409108,25.5768013,647,Ремонт доріг і тротуарів
505550,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на  вул. Новий Світ (ділянка від вул. Вільхової до вул. С.Наливайка),,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Вільхова  вул. С.Наливайка   вул. С.Наливайка",49.5651663,25.5885226,648,Ремонт доріг і тротуарів
434700,Капітальний ремонт вул. Глиняна  в  м. Тернополі – тротуар,,ФОП Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, nan",49.553517,25.594767,649,Ремонт доріг і тротуарів
259000,Реконструкція вул. Білецької  (тротуар),,ТОВ «ТОМ-ІнвестБуд»,Ремонт тротуарів,2016,"Україна, Тернопіль, nan",49.553517,25.594767,650,Ремонт доріг і тротуарів
262120,Капітальний ремонт – заміна покриття  тротуару фігурними елементами мощення  на вул. Князя Острозького (в районі Тернопільської обласної філармонії),,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Князя Острозького",49.5474912,25.598192,651,Ремонт доріг і тротуарів
1414600,Реконструкція вул. Руської в м. Тернополі (дамба Тернопільського ставу) – тротуари шлюза,,ТОВ  «Техно-Буд-Центр»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Руської",49.5507919,25.5927336,652,Ремонт доріг і тротуарів
109000,Капітальний ремонт вул. Січових Стрільців в м. Тернополі – тротуар,,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Січових Стрільців",49.5502984,25.5972611,653,Ремонт доріг і тротуарів
239810,Капітальний ремонт – заміна покриття фігурними елементами мощення прилеглої території до Тернопільського академічного театру актора і ляльки,,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, nan",49.553517,25.594767,654,Ремонт доріг і тротуарів
326990,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на бульварі Т. Шевченка (ділянка від Театрального майдану                           до  вул. Ю.Словацького),,СПД Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, майданТеатральний до  вул. Словацького  до  вул. Словацького",49.553517,25.594767,655,Ремонт доріг і тротуарів
149930000,Капітальний ремонт пішохідної доріжки від вул. Лепкого до вул. Чалдаєва                      (в районі ДНЗ №22),,ТОВ «ТОМ-Інвест- Буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Лепкого вул. Чалдаєва  вул. Чалдаєва",49.5596848,25.6275888,656,Ремонт доріг і тротуарів
173580,Капітальний ремонт– заміна покриття тротуару фігурними елементами мощення на вул.Лозовецькій (в районі житлового будинку № 1 даної вулиці) в м.Тернополі,,СПД Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Лозовецька вул. Лозовецька  вул. Лозовецька 11",49.5626827,25.6045097,657,Ремонт доріг і тротуарів
4216060,Капітальний ремонт вул. Січових Стрільців,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2017,"Україна, Тернопіль, вул. Січових Стрільців",49.5502984,25.5972611,658,Ремонт доріг і тротуарів
4550000,Капітальний ремонт вул. Клінічна та розширення проїзної частини ділянки вул.,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Клінічна",49.5530644,25.6120871,659,Ремонт доріг і тротуарів
701110,Капітальний ремонт частини дороги по вул. М.Шашкевича в м. Тернополі - ділянки від вул. Танцорова до вул. Живова,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Танцорова вул. Живова  вул. Живова",49.5493925,25.5844891,660,Ремонт доріг і тротуарів
1348170,Капітальний ремонт ділянки дороги на пр. Злуки (від транспортної розв’язки до магазину «Універсам»),,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, проспектЗлуки",49.5590468,25.6259414,661,Ремонт доріг і тротуарів
2002710,Капітальний ремонт шляхопроводу на вул. Бродівській (Частина 2),,"ПП ""Мостобудівельне управління №1""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Бродівській",49.5698898,25.5909998,662,Ремонт доріг і тротуарів
2092470,Реконструкція набережної Тернопільського ставу по вул. Білецькій («Циганка») – заміна верхнього шару дорожнього одягу проїзної частини вулиці,,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, nan",49.553517,25.594767,663,Ремонт доріг і тротуарів
1328510,"Капітальний ремонт проїзду від ЗОШ № 16 до котельні по вул. Просвіти,9а",,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, ЗОШ № 16 вул. Просвіти  вул. Просвіти",49.5442898,25.5668127,664,Ремонт доріг і тротуарів
1818600,Капітальний ремонт вул. Бережанської з влаштуванням системи водовідведення (ділянка від вул. Лучаківського до вул. Тролейбусної),,"ТОВ ""Крем Буд""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Лучаківського вул. Тролейбусна  вул. Тролейбусна",49.5428353,25.5560582,665,Ремонт доріг і тротуарів
10865170,Дамба Тернопільського ставу по вул. Руській - реконструкції (проїзна частина),,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Руській",49.5507919,25.5927336,666,Ремонт доріг і тротуарів
3658130,Капітальний ремонт вул. Глиняна,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2017,"Україна, Тернопіль, вул. Глиняна",49.5507545,25.6065066,667,Ремонт доріг і тротуарів
1838150,Капітальний ремонт перехрестя вул. Дружби та вул. Миру в м. Тернополі.,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Дружби вул. Миру  вул. Миру",49.5462628,25.5747427,668,Ремонт доріг і тротуарів
544220,Капітальний ремонт перехрестя вул. Бригадна – вул. Глибока Долина – вул. Хліборобна,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2017,"Україна, Тернопіль, вул. Бригадна вул. Глибока Долина  вул. Глибока Долина",49.5590544,25.5569069,669,Ремонт доріг і тротуарів
1394980,"Капітальний ремонт проїзду (між житловими будинками за адресою бульвару С. Петлюри,2-6)",,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, С. Петлюри      6",49.5562594,25.6442294,670,Ремонт доріг і тротуарів
1322650,Капітальний ремонт проїзду від Театрального майдану до вул. Листопадової,,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, майданТеатральний вул. Листопадова  вул. Листопадова",49.5538061,25.591118,671,Ремонт доріг і тротуарів
774780,"Капітальний ремонт проїзду від житлового будинку за адресою бульвар Т. Шевченка,10 до вул. Сагайдачного",,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, бульварТараса Шевченка вул. Сагайдачного  вул. Сагайдачного 10",49.5530775,25.5918984,672,Ремонт доріг і тротуарів
628250,Капітальний ремонт - заміна верхнього шару дорожнього одягу вул. Пушкіна від будинку № 2 до вул. Б. Лепкого (тротуари),,СПД ФО Кульба Б.В.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Пушкіна вул. Б. Лепкого  вул. Б. Лепкого 2",49.561128,25.637141,673,Ремонт доріг і тротуарів
369100,Капітальний ремонт – заміни покриття тротуару фігурними елементами мощення на  вул. І. Франка.,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. І. Франка.",49.5551572,25.5973922,674,Ремонт доріг і тротуарів
316500,Капітальний ремонт – заміни покриття тротуару фігурними елементами мощення на вул. Б. Хмельницького (ділянка від вул. Родини Барвінських до                   вул. С. Качали),,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Родини Барвінських                вул. С. Качали                 вул. С. Качали",49.5566102,25.5968698,675,Ремонт доріг і тротуарів
385900,Капітальний ремонт– заміна покриття тротуару фігурними елементами мощення на  вул. Новий Світ (ділянка від вул. Вільхової до вул. С.Наливайка),,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Вільхової вул. С.Наливайка  вул. С.Наливайка",49.5628075,25.590731,676,Ремонт доріг і тротуарів
122600,Капітальний ремонт вул. Глиняна – тротуар,,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Глиняна",49.5507545,25.6065066,677,Ремонт доріг і тротуарів
668000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Князя Острозького (в районі Тернопільської обласної філармонії),,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Князя Острозького",49.5474912,25.598192,678,Ремонт доріг і тротуарів
76100,Капітальний ремонт– заміна покриття тротуару фігурними елементами мощення на вул. Лозовецька (в районі житлового будинку № 1 даної вулиці),,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Лозовецька      1",49.5621037,25.6040952,679,Ремонт доріг і тротуарів
399080,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Танцорова,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Танцорова",49.5489367,25.5874334,680,Ремонт доріг і тротуарів
626000,Реконструкція вул. Білецької  в  м. Тернополі (тротуар),,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Білецької",49.5627248,25.5861576,681,Ремонт доріг і тротуарів
758200,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Макаренка в районі ЗОШ № 9,,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Макаренка",49.5487734,25.5614215,682,Ремонт доріг і тротуарів
847730,Капітальний ремонт тротуару по  вул. М.Карпенка від будинку №5 до будинку №15,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. М.Карпенка  вул. М.Карпенка   вул. М.Карпенка  515",49.5420245,25.5804382,683,Ремонт доріг і тротуарів
145200,Капітальний ремонт– заміни покриття тротуару фігурними елементами мощення на вул. Дубовецькій (ділянка від вул. Бродівської до військової частини),,ФОП,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Бродівська",49.5698898,25.5909998,684,Ремонт доріг і тротуарів
538000,Капітальний ремонт – влаштування доріжки по вул. Микулинецькій в районі ВАТ «Тернопільгаз»,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Микулинецькій",49.5235419,25.605211,685,Ремонт доріг і тротуарів
217360,Капітальний ремонт – заміни покриття тротуару фігурними елементами мощення від заїзду вул. Гребінки в сторону моста через залізничну колію по               вул. Микулинецькій,,СПД ФО Кульба Б.В.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Гребінки",49.5399479,25.6018992,686,Ремонт доріг і тротуарів
716680,Капітальний ремонт  влаштування пішохідної доріжки від набережної Тернопільського ставу до набережної «Циганка»по вул.Білецькій,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул.Білецькій",49.5627248,25.5861576,687,Ремонт доріг і тротуарів
599270,Капітальний ремонт – заміна покриття пішохідної доріжки фігурними елементами мощення на вул. Братів Бойчуків (ділянка від буд.№9 до буд.№15),,СПД ФО Кульба В.В.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Братів Бойчуків  вул.Братів Бойчуків   вул.Братів Бойчуків  915",49.55886,25.6415,688,Ремонт доріг і тротуарів
599950,Капітальний ремонт тротуару по  вул. М.Карпенка від будинку №17 до будинку №23,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. М.Карпенка  вул. М.Карпенка   вул. М.Карпенка  1723",49.5420245,25.5804382,689,Ремонт доріг і тротуарів
439520,Капітальний ремонт – заміна покриття фігурними елементами мощення по   вул. Л. Українки (ділянка від житлового будинку №15  до житлового будинку №11,,ФОП Дідушок І.І.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Л. Українки  вул. Л. Українки   вул. Л. Українки  1511",49.5436906,25.6262347,690,Ремонт доріг і тротуарів
397000,Капітальний ремонт – заміна покриття фігурними елементами мощення по вул. Л. Українки (ділянка від житлового будинку №17,,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Л. Українки  вул. Л. Українки   вул. Л. Українки  1725",49.5436906,25.6262347,691,Ремонт доріг і тротуарів
301540,Дамба Тернопільського ставу по вул. Руській -  реконструкція                                      (тротуар зі сторони ставу) -         завершено в 2018р.,,"ТОВ "" Техно-Буд-Центр""",Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Руськa",49.5507919,25.5927336,692,Ремонт доріг і тротуарів
299260,Дамба Тернопільського ставу по вул. Руській -  реконструкція                                              (тротуар зі сторони парку «Топільче») -         завершено в 2018р.,,"ТОВ "" Техно-Буд-Центр""",Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Руській",49.5507919,25.5927336,693,Ремонт доріг і тротуарів
1261460,"Капітальний ремонт-влаштування тротуару від вул. Листопадової  до ж/б за адресою Сагайдачного, 8 в м. Тернополі",,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Листопадова вул. Гетьмана Сагайдачного  вул. Гетьмана Сагайдачного  8",49.55284,25.5930856,694,Ремонт доріг і тротуарів
48000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Танцорова (ділянка від вул. Медової до території КП «Тернопільводоканал») в м.Тернополі,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, ділянка від вул. Медовадо території КП «Тернопільводоканал»",49.5488374,25.5900705,695,Ремонт доріг і тротуарів
377470,Капітальний ремонт – заміна покриття фігурними елементами мощення на   вул.  С.Качали,,ФОП Дідушок І.І.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул.  С.Качали",49.5563522,25.5966168,696,Ремонт доріг і тротуарів
4961720,Капітальний ремонт– заміна верхнього шару дорожнього одягу по вул. Микулинецькій в м. Тернополі (ділянка від транспортної розв'язки на вул. Об'їзній в напрямку ВАТ «Ватра») в м. Тернополі,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2018,"Україна, Тернопіль, вул. Об’їздна",49.5106297,26.1812149,697,Ремонт доріг і тротуарів
3394000,Капітальний ремонт– заміна верхнього шару дорожнього одягу            по вул. Тролейбусній (ділянка від житлового будинку №4а до вул. Бережанської) в м. Тернополі,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2018,"Україна, Тернопіль, вул. Тролейбуснавул. Бережанська     4",49.541318,25.549372,698,Ремонт доріг і тротуарів
1357100,Капітальний ремонт дорожнього одягу на вул. Бродівській (ділянка від супермаркета «АРС-Кераміка» до шляхопроводу) в м. Тернополі,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2018,"Україна, Тернопіль, вул. Бродівській",49.5698898,25.5909998,699,Ремонт доріг і тротуарів
1160650,Капітальний ремонт– влаштування деформаційного шва на шляхопроводі та дорожнього огородження по вул. Бродівській в                   м. Тернополі,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2018,"Україна, Тернопіль, вул. Бродівській",49.5698898,25.5909998,700,Ремонт доріг і тротуарів
5684700,Капітальний ремонт– заміна верхнього шару дорожнього одягу              вул. Бережанська (ділянка від вул. Лучаківського до                            вул. Тролейбусної) в м. Тернополі,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2018,"Україна, Тернопіль, вул. Лучаківськоговул. Тролейбусної",49.5428353,25.5560582,701,Ремонт доріг і тротуарів
1501100,Капітальний ремонт перехрестя вул. Бригадна- вул. Глибока Долина- вул. Хліборобна в м. Тернополі,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2018,"Україна, Тернопіль, nan",49.553517,25.594767,702,Ремонт доріг і тротуарів
299540,Капітальний ремонт– влаштування верхнього шару дорожнього одягу підходів до шляхопроводу на вул. Бродівській в м. Тернополі,,"ПП ""Мостобудівельне управління №1""",Ремонт дороги,2018,"Україна, Тернопіль, вул. Бригаднавул. Глибока",49.5492742,25.6123251,703,Ремонт доріг і тротуарів
731470,Капітальний ремонт- заміна покриття тротуару фігурними елементами мощення на вул. Камінна в  м. Тернополі,,ФОП Горлій Андрій Євгенович,Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Камінна",49.5554299,25.5935467,704,Ремонт доріг і тротуарів
1364850,"Капітальний ремонт- заміна покриття фігурними елементами мощення на вул. Київській (ділянка від житлового будинку за адресою вул. Київська,2 до вул. Київська, 12) в м. Тернополі",,"ТОВ ""Тернопіль Будпостач""",Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Київська вул. Київська  вул. Київська 212",49.562898,25.6400311,705,Ремонт доріг і тротуарів
997920,Капітальний ремонт- заміна верхнього шару дорожнього одягу тротуару фігурними елементами мощення на перехресті вул. Купчинського – вул. Корольова (район 2-ї лікарні),,"ТОВ ""Фенікс-2017""",Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Романа Купчинського вул. Академіка Корольова  вул. Академіка Корольова",49.5539472,25.6437816,706,Ремонт доріг і тротуарів
1075100,Капітальний ремонт- заміна покриття  тротуару фігурними елементами мощення на вул. Симоненка в м. Тернополі (непарна сторона),,"ТОВ ""Благоустрій Тернопілля""",Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Симоненка",49.568386,25.6442789,707,Ремонт доріг і тротуарів
323820,Капітальний ремонт- заміна покриття тротуару фігурними елементами мощення на вул. Л.Українки в м. Тернополі,,ФОП Горлій Андрій Євгенович,Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Л.Українки",49.5436906,25.6262347,708,Ремонт доріг і тротуарів
571750,Капітальний ремонт- заміна покриття тротуару фігурними елементами мощення на вул. Київській (в районі житлового будинку № 3) в м. Тернополі,,ФОП Крайчак Руслан Ярославович,Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Київськ      3",49.5619097,25.642292,709,Ремонт доріг і тротуарів
861880,"Капітальний ремонт пішохідної доріжки від будинку                   пр. Ст. Бандери, 92 – до церкви Матері Божої Неустанної Помочі УГКЦ в м. Тернополі",,ФОП Кульба Б.В.,Ремонт тротуарів,2018,"Україна, Тернопіль, проспект Степана Бандери      92",49.551014,25.6095226,710,Ремонт доріг і тротуарів
1461420,"Капітальний ремонт- заміна покриття тротуару фігурними елементами мощення на вул. Київській (ділянка від житлового будинку за адресою вул. Київська, 12 до будинку вул. 15 Квітня, 9) в  м. Тернополі",,"ТОВ ""Тернопіль Будпостач""",Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Київська вул. 15 Квітня  вул. 15 Квітня 129",49.5641182,25.648654,711,Ремонт доріг і тротуарів
1023000,Дамба Тернопільського ставу по вул. Руській -  реконструкція                                      (тротуар зі сторони ставу) -         розпочато в 2017р.,,"ТОВ "" Техно-Буд-Центр""",Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Руській",49.5507919,25.5927336,712,Ремонт доріг і тротуарів
1026000,Дамба Тернопільського ставу по вул. Руській -  реконструкція                                              (тротуар зі сторони парку «Топільче») - розпочато в 2017р.,,"ТОВ "" Техно-Буд-Центр""",Ремонт тротуарів,2018,"Україна, Тернопіль, вул. Руській",49.5507919,25.5927336,713,Ремонт доріг і тротуарів
583420,Утеплення торців,ОСББ «Мрія-2006»,ФОП Денчик  В.О,Утеплення торців,2015,"Україна, Тернопіль, вул.Лисенка 6",49.5566633,25.6029057,1,Утеплення
172680,Утеплення торців,ПП «Східний масив»,ФОП Денчик  В.О,Утеплення торців,2015,"Україна, Тернопіль, бул.Д.Галицького 16",49.5456136,25.6263153,2,Утеплення
299060,Утеплення будинку,ПП «Тернопількомсервіс»,ФОП Гойда В.П.,Утеплення будинку,2015,"Україна, Тернопіль, вул.Текстильна 2",49.5633346,25.6114798,3,Утеплення
239030,Встановлення ІТП,"ОСББ «Лукяновича, 1»",ТОВ «Сахара»,Встановлення ІТП,2015,"Україна, Тернопіль, вул.Лук’яновича 1",49.5730354,25.5895341,4,Утеплення
206180,Утеплення будинку,ОСББ «Монтажник»,ФОП Гойда В.П.,Утеплення будинку,2015,"Україна, Тернопіль, вул.Лучаківського 12",49.5436888,25.5582001,5,Утеплення
11960,Заміна вікон,"ОСББ «Горбачевського,2а»",ПП «Східний масив»,Заміна вікон,2015,"Україна, Тернопіль, вул.Горбачевського 2а",49.5592683,25.59378,6,Утеплення
36720,Заміна вікон,"ОСББ «Злуки, 59»",ТОВ «Панорама»,Заміна вікон,2015,"Україна, Тернопіль, пр.Злуки 59",49.5578451,25.6386154,7,Утеплення
38580,Заміна вікон,ПП «Благоустрій»,ФОП Бойко Е.П.,Заміна вікон,2015,"Україна, Тернопіль, вул.Київська 10",49.5629272,25.6376388,8,Утеплення
106580,Утеплення торців,ТОВ «Мрія»,ФОП Гойда В.П.,Утеплення торців,2015,"Україна, Тернопіль, вул.Оболоня 19",49.5416448,25.597439,9,Утеплення
69400,Заміна вікон,ОСББ «Квітневе»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, вул.15 Квітня  29",49.5648009,25.6484073,10,Утеплення
105050,Заміна вікон та освітлення,ПП «Люкс»,"ТОВ «Венкон Інвест""",Заміна вікон та освітлення,2016,"Україна, Тернопіль, вул.Б. Лепкого  11",49.5622916,25.6338557,11,Утеплення
253190,Утеплення стін,"ОСББ «Хмельницького,21а»",ФОП «Плекан М.В.,Утеплення стін,2016,"Україна, Тернопіль, вул.Б. Хмельницького  21А",49.5542929,25.5989894,12,Утеплення
,Заміна вікон,ПП «Люкс»,"ТОВ «ТМПК""",Заміна вікон,2016,"Україна, Тернопіль, вул.Бродівська  50",49.5736616,25.5879129,13,Утеплення
528040,Встановлення ІТП,ПП «Люкс»,ТОВ «Сахара»,Встановлення ІТП,2016,"Україна, Тернопіль, вул.Бродівська  50",49.5736616,25.5879129,14,Утеплення
1087520,Утеплення стін,ОСББ «Імідж 1»,ТОВ «Ферозіт»,Утеплення стін,2016,"Україна, Тернопіль, вул.В. Великого 1",49.5702203,25.6377753,15,Утеплення
441090,Заміна мереж,ПП «Тернопількомсервіс»,ПП «Тепло Серсвіс Якість»,Заміна мереж,2016,"Україна, Тернопіль, вул.Збаразька  37",49.5624582,25.6084261,16,Утеплення
352790,Утеплення стін,"ОСББ «Карпенка, 4а»","ФОП ""Плекан М.В.",Утеплення стін,2016,"Україна, Тернопіль, вул.Карпенка  4А",49.5411303,25.5779415,17,Утеплення
15010,Заміна вікон,ПП «Благоустрій»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, вул.вул. Київська  10",49.5629272,25.6376388,18,Утеплення
69330,Заміна вікон,ОСББ «Монтажник»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, вул.Лучаківського  12А",49.5439335,25.558334,19,Утеплення
146000,Утеплення стін,"ГТОВ ""МРІЯ""",ФОП Плекан М.В.,Утеплення стін,2016,"Україна, Тернопіль, вул.Оболоня  11",49.5425375,25.597053,20,Утеплення
116660,Утеплення стін,"ОСББ «Підкови, 10»",ФОП Плекан М.В.,Утеплення стін,2016,"Україна, Тернопіль, вул.Підкови  10",49.548688,25.6080724,21,Утеплення
157440,Утеплення стін,"ОСББ «Підкови, 6»",ФОП «Плекан М.В.,Утеплення стін,2016,"Україна, Тернопіль, вул.Підкови  6",49.5483857,25.6074179,22,Утеплення
169340,Утеплення стін,ПП «Східний масив»,ФОП Іващук В.П.,Утеплення стін,2016,"Україна, Тернопіль, вул.Руська  35",49.551303,25.5971537,23,Утеплення
99610,Утеплення покрівлі,"ОСББ «Будного, 20»",ПП Рудніцкий А.М.,Утеплення покрівлі,2016,"Україна, Тернопіль, вул.С. Будного  20",49.5398578,25.5801771,24,Утеплення
80580,Заміна вікон,ТОВ «КомЕнерго-Тернопіль»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, вул.Тарнавського  22",49.5637591,25.6337683,25,Утеплення
74450,Заміна вікон,ТОВ «КомЕнерго-Тернопіль»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, вул.Тарнавського  24",49.5643975,25.6342169,26,Утеплення
93310,Заміна вікон,"ОСББ «Трембіта""",ТОВ «Планета Комфорту»,Заміна вікон,2016,"Україна, Тернопіль, вул.Чалдаєва  10",49.560524,25.6308993,27,Утеплення
104390,Заміна вікон,ОВК «Мрія»,ТОВ «Планета Комфорту»,Заміна вікон,2016,"Україна, Тернопіль, вул.Чалдаєва  8",49.5602311,25.6303394,28,Утеплення
418810,Утеплення будинку,"ОСББ «Чумацька, 27»",ПП «Західстарбуд»,Утеплення будинку,2016,"Україна, Тернопіль, вул.Чумацька  27",49.5526252,25.5703275,29,Утеплення
48980,Заміна вікон,ПП «Тернопількомсервіс»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, пр.Злуки  3",49.5630332,25.613113,30,Утеплення
46510,Заміна вікон,ТОВ «КомЕнерго-Тернопіль»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, пр.Злуки  39",49.55714,25.634686,31,Утеплення
10000,Заміна вікон,ПП «Благоустрій»,ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, вул.Б. Лепкого 5",49.5600265,25.6337183,32,Утеплення
74580,Заміна вікон,"ОСББ «Броварна, 23»",ТОВ «ТМПК»,Заміна вікон,2016,"Україна, Тернопіль, вул.Броварна 23",49.5591721,25.5891494,33,Утеплення
705950,Ремонт теплових мереж,ПП «Люкс»,"ТОВ""Сахара""",Ремонт теплових мереж,2017,"Україна, Тернопіль, вул.Бродівська  50",49.5736616,25.5879129,34,Утеплення
903790,Утеплення будинку,ПП «Тернопількомсервіс»,"ТОВ ""ЄКОДІМ ПРОЕКТ""",Утеплення будинку,2017,"Україна, Тернопіль, вул.Збаразька  37",49.5624582,25.6084261,35,Утеплення
91010,Утеплення торців,ОСББ «Комфорт Ленд»,ФОП  Плекан М.В.,Утеплення торців,2017,"Україна, Тернопіль, вул. Карпенка  4а",49.5411303,25.5779415,36,Утеплення
238710,Утеплення торців,"ОСББ «Оболоня, 11»",ФОП  Плекан М.В.,Утеплення торців,2017,"Україна, Тернопіль, вул.Оболоня  11",49.5425375,25.597053,37,Утеплення
204210,Утеплення торців,"ОСББ «Оболоня, 19»",ФОП  Плекан М.В.,Утеплення торців,2017,"Україна, Тернопіль, вул.Оболоня  19",49.5416448,25.597439,38,Утеплення
94560,Утеплення торців,"ОСББ «Броварна, 12»",ФОП  Плекан М.В.,Утеплення торців,2017,"Україна, Тернопіль, вул.Броварна  12",49.5587592,25.5905361,39,Утеплення
