id,cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude
595,1462350,Капітальний ремонт вул. С. Чарнецького,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2013,"Україна, Тернопіль, вулицяС.Чарнецького",49.5571489,25.6104247
596,903690,Капітального ремонту вулиці Спортивної,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2013,"Україна, Тернопіль, вулицяСпортивна",49.5620485191,25.6210398674
597,3568380,Капітальний вул. Гайова,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицяГайова",49.5395698,25.6163803
598,824400,Капітальний ремонт – заміна верхнього шару дорожнього полотна вул. Полковника Морозенка,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2013,"Україна, Тернопіль, вулицявул. Полковника Морозенка",49.5703241158,25.6464135647
599,4338380,Капітальний ремонт вул. Збаразької,,"ТМШРБП ""Міськшляхрембуд""",Ремонт дороги,2014,"Україна, Тернопіль, вулицяЗбаразька",49.5612224,25.6046074
600,876500,Капітальний ремонт вул. Гайова,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяГайова",49.5395698,25.6163803
601,4303220,Капітальний ремонт – заміна верхнього шару дорожнього полотна вул. М.Карпенка,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяМ.Карпенка",49.5420245,25.5804382
602,3124030,Капітальний ремонт вул. Оболоня,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяОболоня",49.5421117,25.5954031
603,3354160,Капітальний ремонт  дороги по вул. Шептицького,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяШептицького",49.5252014,25.5820997
604,938480,Капітальний ремонт – заміна верхнього шару дорожнього полотна вул. Пушкіна,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяПушкіна",49.5615645,25.6314819
605,3017230,Капітальний ремонт вул. Текстильна (І черга),,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяТекстильна",49.5729464,25.6177875
606,2333420,Капітальний ремонт  вул. Текстильна (черга І),,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вул. Текстильна",49.5729464,25.6177875
607,898150,Капітальний ремонт – заміна верхнього шару дорожнього покриття перехрестя  вул. Танцорова та вул. Паращука,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяТанцоровавулицяПаращука  Паращука",49.5489715,25.5866445
608,1836490,Капітальний ремонт  вул. Оболоня,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяОболоня",49.5421117,25.5954031
609,764910,Капітальний ремонт – заміна верхнього шару дорожнього покриття по вул. Танцорова,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяТанцорова",49.5489367,25.5874334
610,2267900,Капітальний ремонт – заміна верхнього шару дорожнього полотна вул. Дружби,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяДружби",49.5475312,25.5744276
611,956270,Капітальний ремонт дороги – заміна верхнього шару дорожнього полотна вул. Шпитальної,,ПАТ Тернопільський комбінат по будівництву шляхово-будівельних матеріалів,Ремонт дороги,2015,"Україна, Тернопіль, вулицяШпитальна",49.5479838,25.6004108
612,875380,Капітальний ремонт  заїзду на територію медичної швидкої допомоги та заміна покриття тротуару фігурними елементами мощення  вул. Шпитальна,,ТОВ «ТОМ – Інвест буд»,Ремонт дороги,2015,"Україна, Тернопіль, вулиця Пирогова, 7вулицяШпитальна  Шпитальна   ",49.5491453025,25.6010842323
613,3789610,Капітальний ремонт  вул. Живова,,ТМШРБП «Міськшляхрембуд»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяЖивова",49.5454603,25.5937234
614,4368330,Капітальний ремонт – заміна верхнього шару дорожнього полотна вул. Тролейбусна,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяТролейбусна",49.5457749,25.5530934
615,1159220,Капітальний ремонт – заміна верхнього шару дорожнього полотна вул. Шота Руставеллі,,СБУ «Спецбуд» ТОВ «Тернопільбуд»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяШота Руставелі",49.5623048,25.6066573
616,418190,Капітальний ремонт – заміна верхнього шару дорожнього полотна   ділянки вул.Бродівської,,ТзОВ «Волинська мостобудівельна компанія»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяБродівська",49.5698898,25.5909998
617,1156060,Капітальний ремонт – заміна верхнього шару дорожнього полотна вул. Пушкіна              від будинку №2 до вул. Б. Лепкого,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Пушкіна вул. Б. Лепкого  вул. Б. Лепкого",49.560874,25.6349498
618,597840,Капітальний ремонт вул. Надзбручанська,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Надзбручанська",49.5481455,25.5555896
619,858120,Капітальний  ремонт   вул. Набережна - бічна,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Набережна - бічна",49.5606680266,25.5875122547
620,540780,Капітальний ремонт асфальтобетонного покриття вул. Канадської,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Канадської",49.5542886259,25.6223380566
621,6276510,Капітальний ремонт – заміна верхнього шару дорожнього полотна                                вул. Тролейбусна (ділянка від тролейбусного депо до будинку № 4а по                      вул. Тролейбусній),,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, ділянка від тролейбусного депо вул. Тролейбусна 4  вул. Тролейбусна 4",49.5464161259,25.5523538589
622,1461110,Капітальний ремонт проїзду від вул. С. Будного до ТЗОВ «Тернопільхлібпром»,,ТОВ «ТОМ – Інвест буд»,Ремонт дороги,2016,"Україна, Тернопіль, від вул. С. Будного до ТЗОВ «Тернопільхлібпром»  до ТЗОВ «Тернопільхлібпром»",49.5411270713,25.5638980865
623,1431600,Капітальний ремонт прилеглої території до ТНВК №35,,ТОВ «ТОМ – Інвест буд»,Ремонт дороги,2016,"Україна, Тернопіль, Будного - ТНВК №35",49.542307967,25.5641126633
624,1094840,Капітальний ремонт – влаштування розворотного майданчика з зупинкою громадського транспорту  в районі житлового будинку № 50 по                           вул. Чернівецькій в  м. Тернополі,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Чернівецька 50",49.5356361785,25.5992013216
625,8500170,Капітальний ремонт – заміна верхнього шару дорожнього полотна по  вул. Микулинецькій (ділянка від транспортної розв’язки на вул. Об’їзній в напрямку ВАТ «Ватра»,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Об’їзна ВАТ «Ватра»  ВАТ «Ватра»",49.5281196875,25.6048822403
626,1328370,Капітальний ремонт ділянки вул. Чумацької в районі «Дальнього пляжу»,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Чумацької",49.5553148352,25.5739617348
627,2174100,Капітальний ремонт частини дороги по вул. Шашкевича – ділянки від  вул. Танцорова до  вул. Живова,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Танцорова   вул. Живова    вул. Живова",49.5493925,25.5844891
628,1850540,Реконструкція набережної Тернопільського ставу по вул.Білецькій («Циганка») – заміна верхнього шару дорожнього полотна проїзної частини вулиці,,ТОВ «ТОМ ІнвестБуд»,Ремонт дороги,2016,"Україна, Тернопіль, вул.Білецькій",49.5566762264,25.5906933546
629,1124560,Реконструкція вул. Руської в м. Тернополі (дамба Тернопільського ставу) – проїзна частина,,ТОВ «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Руської",49.550907,25.578631
630,2669000,Капітальний ремонт  вул. Хутірської (від вул. Мирної до вул. Калинової),,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Мирна вул. Калинова  вул. Калинова",49.5779149133,25.549145937
631,459400,Капітальний ремонт – заміна покриття верхнього шару дорожнього полотна ділянки вул. Бродівської (між шляхопроводом і будинком                                               за адресою вул. Бродівська № 21),,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Бродівська  вул. Бродівська",49.5698898,25.5909998
632,316200,Капітальний ремонт шляхопроводу по вул. Бродівській,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Бродівській",49.553517,25.594767
633,1451100,Капітальний ремонт ділянки вул. Чумацької в районі клубу «Riverpool»,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2016,"Україна, Тернопіль, вул. Чумацької в районі клубу «Riverpool»",49.5520993478,25.5718374252
634,595170,"Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. 15 Квітня (від вул. Р. Купчинського до проїзду                                    між будинками №4,6в)",,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Романа Купчинського вул. Романа Купчинського  вул. Романа Купчинського  6",49.5544490199,25.6426531076
635,421090,Капітальний ремонт пішохідної доріжки від житлового будинку №23 за адресою вул. 15 Квітня  до торгового центру «Молодіжний»,,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. 15 Квітня до торгового центру «Молодіжний»  до торгового центру «Молодіжний» 23",49.5576566,25.6423565
636,952260,Капітальний ремонт пішохідної доріжки  від вул. Київської до вул. Б. Лепкого,,ФОП Дідушок Ігор Ігорович,Ремонт тротуарів,2016,"Україна, Тернопіль, від вул. Київська до вул. Б. Лепкого  до вул. Б. Лепкого",49.5627858304,25.6398153305
637,319120,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. В. Великого (від монастиря до вул. Тарнавського),,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, від монастиря до вул. Тарнавського  до вул. Тарнавського",49.5640929,25.6311325
638,240400,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Б. Хмельницького (ділянка від заїзду на територію Тернопільського РЕМ  до вул. Чорновола),,СПД Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, ділянка від заїзду на територію Тернопільського РЕМ  вул. Чорновола   вул. Чорновола",49.5535741174,25.5973049998
639,1087000,Реконструкція набережної Тернопільського ставу по вул. Білецькій («Циганка») в м. Тернополі –тротуари,,ТОВ «ТОМ ІнвестБуд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Білецькa",49.5627248,25.5861576
640,412760,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Бродівській в районі житлового будинку № 50,,СПД Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Бродівськa",49.5698898,25.5909998
641,943920,Капітальний ремонт – заміна покриття  тротуару фігурними елементами мощення  на вул. Дружби ( від вул. Миру до вул. Гетьмана П. Орлика),,ТОВ «ТОМ ІнвестБуд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Миру вул. Гетьмана П. Орлика  вул. Гетьмана П. Орлика",49.5446335,25.5774999
642,321070,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на бульварі Т. Шевченка,,ФОПГ орлій А.Є,Ремонт тротуарів,2016,"Україна, Тернопіль, бульварі Т. Шевченка",49.552338,25.595279
643,823560,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Кн. Острозького (ділянка від вул. Пирогова до                                 вул. Шпитальної),,СПД-ФО Кульба Б.В.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Пирогова ул. Шпитальної  ул. Шпитальної",49.549273,25.6009091
644,587540,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на  вул. А. Чехова (ділянка від вул.Полковника Д. Нечая до                           вул. І. Котляревського),,СПД-ФО Кульба Б.В.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул.Полковника Д. Нечая до                           вул. І. Котляревського  до                           вул. І. Котляревського",49.5607321,25.5929261
645,537120,Капітальний ремонт  пішохідної доріжки від вул. Слівенська до вул. Малишка,,ФОП Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Слівенська вул. А.Малишка  вул. А.Малишка",49.5477774,25.6198687
646,423500,Капітальний ремонт тротуару по вул. Львівській                                                                ( від гуртожитку №4 до житлового будинку №14),,ТОВ «ТОМ Інвест Буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Львівській  вул. Львівській   вул. Львівській 4a14",49.5523071979,25.564262867
647,228430,Капітальний ремонт тротуару по вул. Карпенка від перехрестя з  вул. С.Будного до будинку № 2,,СПД ФО Кульба В.В.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Карпенка   вул. С.Будного вул. Карпенка  вул. Карпенка  2",49.5409108,25.5768013
648,505550,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на  вул. Новий Світ (ділянка від вул. Вільхової до вул. С.Наливайка),,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Вільхова  вул. С.Наливайка   вул. С.Наливайка",49.5651663,25.5885226
649,434700,Капітальний ремонт вул. Глиняна  в  м. Тернополі – тротуар,,ФОП Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Глиняна",49.5505794447,25.6065130234
650,259000,Реконструкція вул. Білецької  (тротуар),,ТОВ «ТОМ-ІнвестБуд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Білецької",49.5571239947,25.5900657177
651,262120,Капітальний ремонт – заміна покриття  тротуару фігурними елементами мощення  на вул. Князя Острозького (в районі Тернопільської обласної філармонії),,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Князя Острозького",49.5474912,25.598192
652,1414600,Реконструкція вул. Руської в м. Тернополі (дамба Тернопільського ставу) – тротуари шлюза,,ТОВ  «Техно-Буд-Центр»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Руської",49.550907,25.578631
653,109000,Капітальний ремонт вул. Січових Стрільців в м. Тернополі – тротуар,,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Січових Стрільців",49.5502984,25.5972611
654,239810,Капітальний ремонт – заміна покриття фігурними елементами мощення прилеглої території до Тернопільського академічного театру актора і ляльки,,ТОВ «ТОМ – Інвест буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, Тернопільського академічного театру актора і ляльки",49.5494888517,25.5968946218
655,326990,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на бульварі Т. Шевченка (ділянка від Театрального майдану                           до  вул. Ю.Словацького),,СПД Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, майданТеатральний до  вул. Словацького  до  вул. Словацького",49.554778926,25.5947756767
656,149930,Капітальний ремонт пішохідної доріжки від вул. Лепкого до вул. Чалдаєва                      (в районі ДНЗ №22),,ТОВ «ТОМ-Інвест- Буд»,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Лепкого вул. Чалдаєва  вул. Чалдаєва",49.5596848,25.6275888
657,173580,Капітальний ремонт– заміна покриття тротуару фігурними елементами мощення на вул.Лозовецькій (в районі житлового будинку № 1 даної вулиці) в м.Тернополі,,СПД Горлій А.Є.,Ремонт тротуарів,2016,"Україна, Тернопіль, вул. Лозовецька вул. Лозовецька  вул. Лозовецька 11",49.5626827,25.6045097
658,4216060,Капітальний ремонт вул. Січових Стрільців,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2017,"Україна, Тернопіль, вул. Січових Стрільців",49.5502984,25.5972611
659,4550000,Капітальний ремонт вул. Клінічна та розширення проїзної частини ділянки вул.,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Клінічна",49.5530644,25.6120871
660,701110,Капітальний ремонт частини дороги по вул. М.Шашкевича в м. Тернополі - ділянки від вул. Танцорова до вул. Живова,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Танцорова вул. Живова  вул. Живова",49.5493925,25.5844891
661,1348170,Капітальний ремонт ділянки дороги на пр. Злуки (від транспортної розв’язки до магазину «Універсам»),,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, проспектЗлуки",49.5590468,25.6259414
662,2002710,Капітальний ремонт шляхопроводу на вул. Бродівській (Частина 2),,"ПП ""Мостобудівельне управління №1""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Бродівській",49.5698898,25.5909998
663,2092470,Реконструкція набережної Тернопільського ставу по вул. Білецькій («Циганка») – заміна верхнього шару дорожнього полотна проїзної частини вулиці,,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, вул. Білецькій («Циганка»)",49.5650532261,25.5848836899
664,1328510,"Капітальний ремонт проїзду від ЗОШ № 16 до котельні по вул. Просвіти,9а",,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, ЗОШ № 16 вул. Просвіти  вул. Просвіти",49.5442898,25.5668127
665,1818600,Капітальний ремонт вул. Бережанської з влаштуванням системи водовідведення (ділянка від вул. Лучаківського до вул. Тролейбусної),,"ТОВ ""Крем Буд""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Лучаківського вул. Тролейбусна  вул. Тролейбусна",49.5458856957,25.5583620071
666,10865170,Дамба Тернопільського ставу по вул. Руській - реконструкції (проїзна частина),,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Руській",49.550907,25.578631
667,3658130,Капітальний ремонт вул. Глиняна,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2017,"Україна, Тернопіль, вул. Глиняна",49.5507545,25.6065066
668,1838150,Капітальний ремонт перехрестя вул. Дружби та вул. Миру в м. Тернополі.,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2017,"Україна, Тернопіль, вул. Дружби вул. Миру  вул. Миру",49.5462628,25.5747427
669,544220,Капітальний ремонт перехрестя вул. Бригадна – вул. Глибока Долина – вул. Хліборобна,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2017,"Україна, Тернопіль, вул. Бригадна вул. Глибока Долина  вул. Глибока Долина",49.5590544,25.5569069
670,1394980,"Капітальний ремонт проїзду (між житловими будинками за адресою бульвару С. Петлюри,2-6)",,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, С. Петлюри      6",49.5562594,25.6442294
671,1322650,Капітальний ремонт проїзду від Театрального майдану до вул. Листопадової,,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, майданТеатральний вул. Листопадова  вул. Листопадова",49.553329108,25.5926084518
672,774780,"Капітальний ремонт проїзду від житлового будинку за адресою бульвар Т. Шевченка,10 до вул. Сагайдачного",,ТОВ «ТОМ – Інвест Буд»,Ремонт дороги,2017,"Україна, Тернопіль, бульварТараса Шевченка вул. Сагайдачного  вул. Сагайдачного 10",49.5530775,25.5918984
673,628250,Капітальний ремонт - заміна верхнього шару дорожнього полотна вул. Пушкіна від будинку № 2 до вул. Б. Лепкого (тротуари),,СПД ФО Кульба Б.В.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Пушкіна вул. Б. Лепкого  вул. Б. Лепкого 2",49.561128,25.637141
674,369100,Капітальний ремонт – заміни покриття тротуару фігурними елементами мощення на  вул. І. Франка.,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. І. Франка.",49.5551572,25.5973922
675,316500,Капітальний ремонт – заміни покриття тротуару фігурними елементами мощення на вул. Б. Хмельницького (ділянка від вул. Родини Барвінських до                   вул. С. Качали),,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Родини Барвінських                вул. С. Качали                 вул. С. Качали",49.5564575416,25.5965620279
676,385900,Капітальний ремонт– заміна покриття тротуару фігурними елементами мощення на  вул. Новий Світ (ділянка від вул. Вільхової до вул. С.Наливайка),,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Вільхової вул. С.Наливайка  вул. С.Наливайка",49.5628075,25.590731
677,122600,Капітальний ремонт вул. Глиняна – тротуар,,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Глиняна",49.5507545,25.6065066
678,668000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Князя Острозького (в районі Тернопільської обласної філармонії),,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Князя Острозького",49.5474912,25.598192
679,76100,Капітальний ремонт– заміна покриття тротуару фігурними елементами мощення на вул. Лозовецька (в районі житлового будинку № 1 даної вулиці),,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Лозовецька      1",49.5621037,25.6040952
680,399080,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Танцорова,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Танцорова",49.5489367,25.5874334
681,626000,Реконструкція вул. Білецької  в  м. Тернополі (тротуар),,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Білецької",49.5627248,25.5861576
682,758200,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Макаренка в районі ЗОШ № 9,,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Макаренка",49.5487734,25.5614215
683,847730,Капітальний ремонт тротуару по  вул. М.Карпенка від будинку №5 до будинку №15,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. М.Карпенка  вул. М.Карпенка   вул. М.Карпенка  5",49.5420245,25.5804382
684,145200,Капітальний ремонт– заміни покриття тротуару фігурними елементами мощення на вул. Дубовецькій (ділянка від вул. Бродівської до військової частини),,ФОП,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Бродівська",49.5698898,25.5909998
685,538000,Капітальний ремонт – влаштування доріжки по вул. Микулинецькій в районі ВАТ «Тернопільгаз»,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Микулинецькій",49.5235419,25.605211
686,217360,Капітальний ремонт – заміни покриття тротуару фігурними елементами мощення від заїзду вул. Гребінки в сторону моста через залізничну колію по               вул. Микулинецькій,,СПД ФО Кульба Б.В.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Гребінки",49.5399479,25.6018992
687,716680,Капітальний ремонт  влаштування пішохідної доріжки від набережної Тернопільського ставу до набережної «Циганка»по вул.Білецькій,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул.Білецькій",49.5627248,25.5861576
688,599270,Капітальний ремонт – заміна покриття пішохідної доріжки фігурними елементами мощення на вул. Братів Бойчуків (ділянка від буд.№9 до буд.№15),,СПД ФО Кульба В.В.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Братів Бойчуків  вул.Братів Бойчуків   вул.Братів Бойчуків  9",49.55886,25.6415
689,599950,Капітальний ремонт тротуару по  вул. М.Карпенка від будинку №17 до будинку №23,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. М.Карпенка  вул. М.Карпенка   вул. М.Карпенка  17",49.5420245,25.5804382
690,439520,Капітальний ремонт – заміна покриття фігурними елементами мощення по   вул. Л. Українки (ділянка від житлового будинку №15  до житлового будинку №11,,ФОП Дідушок І.І.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Л. Українки  вул. Л. Українки   вул. Л. Українки  15",49.5436906,25.6262347
691,397000,Капітальний ремонт – заміна покриття фігурними елементами мощення по вул. Л. Українки (ділянка від житлового будинку №17,,ФОП Горлій А.Є.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Л. Українки  вул. Л. Українки   вул. Л. Українки  17",49.5436906,25.6262347
692,301540,Дамба Тернопільського ставу по вул. Руській -  реконструкція                                      (тротуар зі сторони ставу) -         завершено в 2018р.,,"ТОВ "" Техно-Буд-Центр""",Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Руськa",49.550907,25.578631
693,299260,Дамба Тернопільського ставу по вул. Руській -  реконструкція                                              (тротуар зі сторони парку «Топільче») -         завершено в 2018р.,,"ТОВ "" Техно-Буд-Центр""",Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Руській",49.550907,25.578631
694,1261460,"Капітальний ремонт-влаштування тротуару від вул. Листопадової  до ж/б за адресою Сагайдачного, 8 в м. Тернополі",,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, вул. Листопадова вул. Гетьмана Сагайдачного  вул. Гетьмана Сагайдачного  8",49.55284,25.5930856
695,48000,Капітальний ремонт – заміна покриття тротуару фігурними елементами мощення на вул. Танцорова (ділянка від вул. Медової до території КП «Тернопільводоканал») в м.Тернополі,,ТОВ «ТОМ – Інвест Буд»,Ремонт тротуарів,2017,"Україна, Тернопіль, ділянка від вул. Медовадо території КП «Тернопільводоканал»",49.5488374,25.5900705
696,377470,Капітальний ремонт – заміна покриття фігурними елементами мощення на   вул.  С.Качали,,ФОП Дідушок І.І.,Ремонт тротуарів,2017,"Україна, Тернопіль, вул.  С.Качали",49.5563522,25.5966168
697,4961720,Капітальний ремонт– заміна верхнього шару дорожнього полотна по вул. Микулинецькій в м. Тернополі (ділянка від транспортної розв'язки на вул. Об'їзній в напрямку ВАТ «Ватра») в м. Тернополі,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2018,"Україна, Тернопіль, вул. Об’їздна",49.5541412468,25.639257431
698,3394000,Капітальний ремонт– заміна верхнього шару дорожнього полотна по вул. Тролейбусній (ділянка від житлового будинку №4а до вул. Бережанської) в м. Тернополі,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2018,"Україна, Тернопіль, вул. Тролейбуснавул. Бережанська     4",49.5489755759,25.5525147915
699,1357100,Капітальний ремонт дорожнього полотна на вул. Бродівській (ділянка від супермаркета «АРС-Кераміка» до шляхопроводу) в м. Тернополі,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2018,"Україна, Тернопіль, вул. Бродівській",49.5698898,25.5909998
700,1160650,Капітальний ремонт– влаштування деформаційного шва на шляхопроводі та дорожнього огородження по вул. Бродівській в                   м. Тернополі,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2018,"Україна, Тернопіль, вул. Бродівській",49.5698898,25.5909998
701,5684700,Капітальний ремонт– заміна верхнього шару дорожнього полотна  вул. Бережанська (ділянка від вул. Лучаківського до                            вул. Тролейбусної) в м. Тернополі,,"ТОВ "" Техно-Буд-Центр""",Ремонт дороги,2018,"Україна, Тернопіль, вул. Лучаківськоговул. Тролейбусної",49.5428353,25.5560582
702,1501100,Капітальний ремонт перехрестя вул. Бригадна- вул. Глибока Долина- вул. Хліборобна в м. Тернополі,,ТМРШБП «Міськшляхрембуд»,Ремонт дороги,2018,"Україна, Тернопіль, вул. Бригадна",49.5629859623,25.5567151308
